name,program_number,model_type,lat,lon,address,phone,contract_type,school_district,boro,zip,levelofcare
"POLICE ATHLETIC LEAGUE INC",1601920,PP,40.62241800,-74.07922900,"100 TOMPKINS  AVENUE STATEN ISLAND, NY 10304",(718) 981-1376,PP,31,SI,10304,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"KIDDIE ACADEMY OF WHITESTONE",1601921,PP,40.79518730,-73.81014910,"7-05 152ND  STREET WHITESTONE, NY 11357",(718) 357-8010,PP,25,QN,11357,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,6.0,12.11,0.0]]"
"BRIGHTSIDE ACADEMY WHITE PL 1",1601922,GC,40.86817750,-73.86762560,"2901 WHITE PLAINS ROAD BRONX, NY 10467",(718) 653-3716,PP,11,BX,10467,"[[1.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[1.0,5.0,12.11,2.0]]"
"CREATIVE KIDS CHILD CARE",1601923,PP,41.42103080,-73.57875850,"1515  ROUNTE 22 BREWSTER, NY 10509",,PP,,OT,10509,"[[1.0,0.06,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"BUILDING BLOCKS DCC",1601924,PP,40.61468480,-73.98801080,"6810 20TH AVENUE BROOKLYN, NY 11204",(646) 220-7060,PP,20,BK,11204,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"A CASTLE FOR CLASSY KIDS",1601925,PP,40.67449820,-73.87736520,"2570 PITKIN AVE BROOKLYN, NY 11208",,PP,19,BK,11208,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"EKISTICS INC & DBA DAY CAMP",1601929,PP,40.67246380,-73.99056300,"436 3RD AVENUE BROOKLYN, NY 11215",(718) 369-9880,PP,15,BK,11215,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"MUSHROOM HOUSE",1601930,PP,40.77308690,-73.90688400,"38-00 DITMARS BLVD LONG ISLAND CIT, NY 11105",,PP,30,QN,11105,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"LIL STARS OF THE FUTURE",1601931,PP,40.84989870,-73.91155330,"1822 DAVIDSON AVE BRONX, NY 10453",(347) 872-7472,PP,10,BX,10453,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BRIDGE PREPARATORY SCHOOL",1601933,PP,40.68507100,-73.93219150,"277 STUYVESANT  AVENUE BROOKLYN, NY 11221",(718) 490-7295,PP,16,BK,11221,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"EDEN NURSERY ",1601935,PP,40.62275000,-73.99975210,"1436 67TH STREET BROOKLYN, NY 11219",,PP,20,BK,11219,"[[0.0,0.0,0.0,2.0],[1.0,2.06,2.11,2.0],[1.0,3.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"J  &  J ACADEMY INC",1601937,PP,40.61045080,-74.14908720,"55 WYONA  AVENUE STATEN ISLAND, NY 10314",(917) 319-3431,PP,31,SI,10314,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CHABAD YOUTH ZONE",1601938,PP,40.63371250,-73.97162370,"605 OCEAN PKWY BROOKLYN, NY 11218",(646) 254-5004,PP,22,BK,11218,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"EAST HARLEM CHURCHS & COM CTR",1601941,PP,40.78705210,-73.94327220,"325 EAST 101 STREET NEW YORK, NY 10029",(212) 831-5506,PP,04,MN,10029,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,4.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"SMILES AROUND US ACADEMY,INC",1601942,PP,40.59104370,-74.06711160,"351 SAND  LANE STATEN ISLAND, NY 10305",(718) 390-0070,PP,31,SI,10305,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"3467 READY, SET,LEARN LLC",1601943,PP,40.83597260,-73.90483810,"450 SAINT PAULS PLACE BRONX, NY 10456",(646) 246-3105,PP,09,BX,10456,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"CNNA/ SUNSHINE DAY CARE.",1601945,PP,40.68682800,-73.94236830,"580 GATES AVENUE BROOKLYN, NY 11221",(718) 452-9740,PP,13,BK,11221,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"COMMUNITY PARTNER COMMISON.",1601946,PP,40.66249090,-73.89851160,"475 RIVERDALE  AVENUE BROOKLYN, NY 11207",(718) 652-5358,PP,19,BK,11207,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"RAINBOW CHILD DEVELOPMENT CTR.",1601947,PP,40.75263990,-73.83090890,"133-20 AVERY AVE.   #1B FLUSHING, NY 11355",(718) 496-5513,PP,25,QN,11355,"[[0.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"WONDER YEARS PRESCHOOL INC",1601948,PP,40.58131920,-74.09230530,"381 SEAVER  AVENUE STATEN ISLAND, NY 10305",(718) 987-7596,PP,31,SI,10305,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"CHABAD SUMMER ADVANTURE",1601949,PP,40.57623910,-73.97213860,"311 SEABREEZE  AVENUE BROOKLYN, NY 11224",(718) 996-7633,PP,21,BK,11224,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"BIG APPLE DAY CARE CENTER ",1601950,PP,40.59258890,-73.94928700,"2020 AVENUE  X BROOKLYN, NY 11235",(718) 332-2296,PP,22,BK,11235,"[[1.0,0.0,1.11,0.0],[0.0,2.0,2.11,0.0],[0.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"FOUR SEASONS EARLY LEARNING",1601952,PP,40.89703200,-74.10056000,"486 MARKET STREET SADDLE BROOK, NJ 07663",,PP,,NJ,07663,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"WEI BO LEARNING ORGANIZATION",1601954,PP,40.75876360,-73.82458860,"142-30 BARELAY AVENUE FRESH MEADOWS, NY 11365",(646) 209-2665,PP,25,QN,11365,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SHEDEV CHILD DEVELOPMENT CTR",1601955,PP,40.65538180,-73.92628380,"900 LENOX ROAD BROOKLYN, NY 11203",(718) 637-7556,PP,18,BK,11203,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"L O J C   ACADEMY",1601956,PP,40.86191800,-73.90655680,"2336 ANDREWS AVENUE BRONX, NY 10468",(347) 271-6502,PP,10,BX,10468,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"ONCE UPON A CHILD DAY CARE",1601957,PP,40.70580120,-73.89342710,"68-05 64TH PLACE GLENDALE, NY 11385",(347) 529-6718,PP,24,QN,11385,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"UNITED CHRISTIAN COALITION",1601959,PP,40.65790810,-73.95309830,"569 ROGERS AVE BROOKLYN, NY 11225",,PP,17,BK,11225,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"THREE STAGES DC & LEARNING",1601960,PP,41.12092700,-75.35672500,"4 FARIRVIEW AVE MOUNT POCONO, PA 18344",,PP,,OT,18344,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"CITY OF FAITHCHURCH OFGOD INC",1601961,PP,40.87665740,-73.86735360,"3445 WHITE PLAINS BRONX, NY 10467",(718) 798-3052,PP,11,BX,10467,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"POLSKIE PRZEDSZKOLE",1601962,PP,40.64189100,-73.99188400,"4105 FT HAMILTON P'WAY BROOKLYN, NY 11219",,PP,15,BK,11219,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"NOAH'S ARK PROGRESSIVE  CTR II",1601963,PP,40.71512740,-73.89651800,"62-48 MT, OLIVET CRESCENT MIDDLE VILLAGE, NY 11379",(347) 294-0966,PP,24,QN,11379,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BRIGHTSIDE ACADEMY BROADWAY",1601965,GC,40.68738750,-73.91781910,"1491 BROADWAY AVE BROOKLYN, NY 11221",(___) ___-____,PP,32,BK,11221,"[[1.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.09,2.0],[1.0,5.0,12.11,2.0]]"
"CAMPUS ASP INC",1601966,PP,40.63204610,-73.94835690,"2901 CAMPUS ROAD BROOKLYN, NY 11210",,PP,22,BK,11210,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"YMCA OF YONKERS",1601967,PP,40.93336480,-73.90027790,"17 RIVERDALE AVE YONKERS, NY 10701",,PP,,WC,10701,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"NORTH BRONX ACTIVITIES CENTER",1601969,PP,40.86506940,-73.82196800,"135  EINSTEIN LOOP RM. 52 BRONX, NY 10475",(917) 855-1672,PP,11,BX,10475,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SIDI INC.",1601972,PP,40.82783390,-73.84976830,"1002 CASTLE HILL AVE  BRONX, NY 10472",(646) 326-0849,PP,08,BX,10472,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"JOSHUA GENERATION LEARNING CTR",1601973,PP,40.64651600,-73.93017390,"1080 UTICA  AVENUE BROOKLYN, NY 11203",(347) 350-5867,PP,18,BK,11203,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"MEVAKSHAI HASHEM",1601974,PP,40.63460800,-73.97307330,"550 OCEAN PARKWAY BROOKLYN, NY 11218",,PP,20,BK,11218,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"OVER THE RAINBOW LEARNING",1601975,PP,41.39856300,-73.63243800,"2505 CARMEL AVE BREWSTER, NY 10509",,PP,,PN,10509,"[[1.0,0.0,1.05,0.0],[1.0,1.06,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"WEI BO LEARNING ORGANIZATION ",1601976,PP,40.75836500,-73.82440690,"142-30 BARCLAY  AVENUE FLUSHING, NY 11355",(718) 353-5599,PP,25,QN,11355,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"KNOWLEDGE LAND",1601979,PP,40.60284820,-73.99574600,"2116 86TH STREET BROOKLYN, NY 11214",,PP,20,BK,11214,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"LITTLE SCHOLARS ON FARMERS",1601981,PP,40.69079380,-73.76198890,"117-25 FARMERS BLVD SAINT ALBANS, NY 11412",(718) 949-2390,PP,29,QN,11412,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"M & N SPORTS  INC.",1601982,PP,40.84559540,-73.82963830,"3040 ROBERTS  AVENUE BRONX, NY 10461",(516) 343-2372,PP,08,BX,10461,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"RISING GROUND, INC.",1601983,PP,40.91669340,-73.90695080,"463 HAWTHORNE AVE YONKERS, NY 10705",,PP,,WC,10705,"[[0.0,0.0,0.0,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"BELL PARK CHILD CARE CENTER",1601984,PP,40.71329510,-73.78432210,"178-36 WEXFORD TERRACE JAMAICA, NY 11432",(718) 523-4600,PP,29,QN,11432,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"THE ARK OF LEARNING, LLC",1601985,PP,41.40017300,-74.07868100,"1641  NYS ROUTE 32 MOUNTAINVILLE, NY 10953",,PP,,OT,10953,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"EPISCOPAL SOCIAL SERVICE  PS36",1601986,PP,40.82944600,-73.84974900,"1070 CASTLE HILL AVE BRONX, NY 10472",,PP,08,BX,10472,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"PARENT PLUS OF ST ALBANS INC",1601987,PP,40.69354600,-73.75641890,"195-15 LINDEN  BLVD SAINT ALBANS, NY 11412",(718) 977-8555,PP,29,QN,11412,"[[1.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"M & N SPORTS  INC.",1601988,PP,40.84503080,-73.85797570,"1640 BRONXDALE  AVENUE BRONX, NY 10462",(347) 275-3116,PP,11,BX,10462,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"QUEENS HERALD COMMUNITY CO.",1601989,PP,40.75776960,-73.80405470,"43-29 162ND STREET FLUSHING, NY 11358",(718) 939-3606,PP,25,QN,11358,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"SCOTTY'S KIDDY KORNER",1601990,PP,41.87737480,-72.46392240,"70 WEST ROAD ELLINGTON, CT 06029",,PP,,OT,06029,"[[1.0,0.02,1.05,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"BRIGHT HORIZONS-FEDKIDS",1601991,PP,40.71557560,-74.00423470,"26 FEDERAL PLAZA NEW YORK, NY 10278",,PP,02,MN,10278,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.05,2.0],[1.0,2.06,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"SUNFLOWER PLAYHOUSE CORP.",1601994,PP,40.67653800,-73.97370800,"33 7TH AVE.  BROOKLYN, NY 11217",(347) 241-3771,PP,13,BK,11217,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"DREAMLAND DAY CARE INC",1601997,PP,40.61163290,-73.98108850,"1379 WEST 7TH STREET BROOKLYN, NY 11204",(718) 614-9284,PP,20,BK,11204,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SMART STEPS",1601998,PP,40.71336100,-73.78445500,"178-36 WEXFORDS TERRACE 1FL JAMAICA, NY 11432",(917) 476-4605,PP,29,QN,11432,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"TINY FOOTSTEPS DAY CARE CENTER",1601999,PP,40.72292080,-73.80093510,"167-01 UNION TURNPIKE FRESH MEADOWS, NY 11366",,PP,25,QN,11366,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"ACH TOV VCHESED",1602000,PP,40.69790070,-73.95750760,"27 SKILLMAN ST. BROOKLYN, NY 11205",,PP,14,BK,11205,"[[0.0,0.0,0.0,2.0],[0.0,2.0,2.11,2.0],[1.0,2.08,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"TUTOR TIME LEARNING CENTER",1602001,PP,40.85076540,-73.16479390,"740  ROUTE 347 SMITH TOWN, NY 11787",,PP,,SF,11787,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"SUNSHINE DAYCARE OF WESTCHESTE",1602002,PP,40.84069810,-73.84741590,"1564 ST PETERS AVENUE BRONX, NY 10461",(718) 989-9801,PP,11,BX,10461,"[[1.0,0.02,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"THE LITTLE CHILDREN'S GARDEN ",1602004,PP,40.71874590,-73.81126150,"150-38 UNION TPKE FLUSHING, NY 11367",(718) 380-0066,PP,28,QN,11367,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"AMAZING MAGIC BEANS",1602007,PP,40.74441800,-73.91871600,"43-12 46TH ST SUNNYSIDE, NY 11104",(718) 786-8091,PP,30,QN,11104,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"IRA'S BRIARWOOD CHILD CARE",1602008,PP,40.70879800,-73.81373430,"139-76 85  DRIVE JAMAICA, NY 11435",(917) 807-2683,PP,28,QN,11435,"[[1.0,0.0,1.05,0.0],[1.0,1.06,2.11,0.0],[1.0,3.0,5.11,0.0],[1.0,5.0,12.11,0.0]]"
"IT'S A SMALL WORLD AFTER ALL ",1602009,PP,40.86652220,-73.86763320,"684 BRITTON ST BRONX, NY 10467",,PP,11,BX,10467,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"QUEENS COMMUNITY SERVICES INC",1602010,PP,40.56739770,-73.88881990,"9850 50  AVENUE BAYSIDE, NY 11360",(718) 475-6345,PP,27,QN,11360,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"BRIGHT FUTURE CHILDREN CTR INC",1602011,PP,40.81888650,-73.86860890,"1695 SEWARD AVE BRONX, NY 10473",,PP,08,BX,10473,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BIG APPLE DAY CARE CTR. INC",1602012,PP,40.63381950,-73.90244920,"8702 AVENUE  L BROOKLYN, NY 11236",(718) 763-9300,PP,18,BK,11236,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"YOUNG ACHIEVERS LEARNING CTR",1602013,PP,40.83837690,-73.82608890,"3147 BRUCKNER BLVD BRONX, NY 10461",(718) 823-6323,PP,08,BX,10461,"[[0.0,0.02,0.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"BRONX COMMUNITY COLLEGE INC",1602015,PP,40.70426770,-73.89364840,"104 HAVERMRYER HALL BRONX, NY 10468",(718) 329-8641,PP,24,BX,10468,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
" PLANET KIDS,LLC",1602017,PP,40.86828900,-73.02279350,"635  MIDDLE COUNTRY RD CORAM, NY 11727",,PP,,SF,11727,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"SSC COMMUNITY DEV. CORP.",1602018,PP,40.87074430,-73.88739470,"2930 VALENTINE AVE.  BRONX, NY 10458",(347) 742-2808,PP,10,BX,10458,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"BUTTERCUP DAYCARE",1602019,PP,40.67131010,-73.90861900,"16  GLENMORE AVE. BROOKLYN, NY 11212",(718) 573-1228,PP,23,BK,11212,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"TRILOK FUSION CTR. FOR ARTS  ",1602020,PP,40.69377170,-73.96766750,"143        WAVERLY AVE. BROOKLYN, NY 11205",(718) 576-2563,PP,13,BK,11205,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"CREATIVE MINDS CENTER INC",1602021,PP,40.66304380,-73.92540220,"1032  RUTLAND ROAD BROOKLYN, NY 11212",,PP,18,BK,11212,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"LEHMAN COLLEGE SUMMER CAMP",1602023,PP,40.87488960,-73.89317630,"250 BEDFORD PK BLVD WEST BRONX, NY 10468",(718) 960-8512,PP,10,BX,10468,"[[0.0,0.0,0.0,2.0],[1.0,1.0,2.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"NEW YORK CENTER @ PUBLIC SC861",1602024,PP,40.62032600,-74.16443200,"280 REGIS DRIVE STATEN ISLAND, NY 10314",(646) 457-5438,PP,31,SI,10314,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"ST.JOHN'S LUTHERAN SCHOOL",1602025,PP,40.69877500,-73.83544200,"86-20 114 ST RICHMOND HILL, NY 11418",,PP,27,QN,11418,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"ST ALBANS EARLY CHILDHOOD CTR",1602026,PP,40.70251640,-73.76609690,"109-53 FARMERS BLVD SAINT ALBANS, NY 11412",(718) 479-7111,PP,29,QN,11412,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"READY,SET,GROW!CCC",1602027,PP,40.77089750,-73.82692610,"136-16 31 ST ROAD, 1FL LINDEN HILL, NY 11354",,PP,25,QN,11354,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"THE  WINGS CLUBHOUSE",1602028,PP,40.81507800,-73.90501100,"810  E.152 ST STE 810B BRONX, NY 10455",(212) 312-4791,PP,07,BX,10455,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,5.11,2.0]]"
"KIPS BAY BOYS & GIRLS CLUB",1602030,PP,40.85148760,-73.91447860,"1835 UNIVERSITY  AVE BRONX, NY 10453",(718) 975-0788,PP,10,BX,10453,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"KINDERSTUFF IV ",1602031,PP,40.67896900,-73.97405100,"272 FLATBUSH  AVE BROOKLYN, NY 11217",(718) 663-0901,PP,13,BK,11217,"[[1.0,0.02,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"RAINBOW MONTESSORI ACADEMY",1602032,PP,40.83165550,-73.81679780,"816 CLARENCE AVE BRONX, NY 10473",,PP,08,BX,10473,"[[1.0,0.0,1.11,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"SERIOUS FUN AFTER SCHOOL INC.",1602033,PP,40.77300890,-73.91484290,"23-70 31ST STREET LONG ISLAND CIT, NY 11105",(646) 349-3559,PP,30,QN,11105,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"WONDERLAND PA LLC",1602034,PP,40.58927220,-73.95988720,"1018  AVE Y BROOKLYN, NY 11235",(718) 332-0500,PP,21,BK,11235,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"KINDERSTUFF VI",1602036,PP,37.24650100,-77.42328200,"3301 FOSTER AVE #1C BROOKLYN, NY 11203",(718) 663-0901,PP,,BK,11203,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"LITTLE WIZARDS PRESCHOOL",1602037,PP,40.85224150,-73.83009680,"2942 E.194TH STREET BRONX, NY 10461",,PP,08,BX,10461,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"ASPIRING LEADERS ENRICH CTR CO",1602039,PP,40.75544390,-73.79940640,"167-02 45TH AVE FLUSHING, NY 11358",(718) 357-6524,PP,25,QN,11358,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"BRIGHTSIDE ACADEMY",1602040,GC,40.82202490,-73.89660300,"950 WESTCHESTER AVENUE BRONX, NY 10459",(718) 991-5465,PP,08,BX,10459,"[[0.0,0.02,1.05,0.0],[0.0,1.06,2.11,0.0],[0.0,3.0,5.09,0.0],[1.0,6.0,12.11,0.0]]"
